crop_path,text,split,field_type,style_id,bias,category,vocab_bucket
crops\price_02110.png,"4,44 TND",train,price,1,0.73,Breakfast,train
crops\price_02111.png,"4,44 TND",train,price,4,0.94,Breakfast,train
crops\price_02112.png,"4,44 TND",train,price,4,0.59,Breakfast,train
crops\price_02113.png,"4,44 TND",train,price,4,0.5,Breakfast,train
crops\price_02114.png,"4,44 TND",train,price,4,0.76,Breakfast,train
crops\price_02115.png,"4,44 TND",train,price,11,0.94,Breakfast,train
crops\name_02116.png,Pancakes,train,name,8,0.88,Breakfast,train
crops\name_02117.png,Pancakes,train,name,5,0.7,Breakfast,train
crops\name_02118.png,Pancakes,train,name,11,0.94,Breakfast,train
crops\name_02119.png,Pancakes,train,name,6,0.41,Breakfast,train
crops\name_02120.png,Pancakes,train,name,11,0.85,Breakfast,train
crops\name_02121.png,Pancakes,test,name,10,0.46,Breakfast,train
crops\name_02122.png,Pancakes,train,name,5,0.65,Breakfast,train
crops\name_02123.png,Pancakes,train,name,4,0.45,Breakfast,train
crops\name_02124.png,Pancakes,train,name,8,0.84,Breakfast,train
crops\name_02125.png,Pancakes,train,name,9,0.91,Breakfast,train
crops\name_02126.png,Pancakes,train,name,2,0.92,Breakfast,train
crops\name_02127.png,Pancakes,train,name,1,0.9,Breakfast,train
crops\name_02128.png,Pancakes,train,name,6,0.89,Breakfast,train
crops\name_02129.png,Pancakes,train,name,9,0.59,Breakfast,train
crops\name_02130.png,Pancakes,test,name,10,0.52,Breakfast,train
crops\name_02131.png,Pancakes,val,name,7,0.45,Breakfast,train
crops\name_02132.png,Pancakes,val,name,7,0.55,Breakfast,train
crops\name_02133.png,Pancakes,train,name,6,0.45,Breakfast,train
crops\name_02134.png,Pancakes,train,name,5,0.7,Breakfast,train
crops\name_02135.png,Pancakes,train,name,5,0.85,Breakfast,train
crops\name_02136.png,Pancakes,val,name,7,0.9,Breakfast,train
crops\name_02137.png,Pancakes,train,name,4,0.54,Breakfast,train
crops\name_02138.png,Pancakes,test,name,3,0.85,Breakfast,train
crops\price_02139.png,5.250,train,price,11,0.41,Breakfast,train
crops\price_02140.png,5.250,val,price,12,0.44,Breakfast,train
crops\price_02141.png,5.250,train,price,1,0.67,Breakfast,train
crops\price_02142.png,5.250,train,price,6,0.57,Breakfast,train
crops\price_02143.png,5.250,train,price,0,0.95,Breakfast,train
crops\price_02144.png,5.250,train,price,1,0.86,Breakfast,train
crops\price_02145.png,5.250,test,price,3,0.5,Breakfast,train
crops\price_02146.png,5.250,train,price,4,0.81,Breakfast,train
crops\price_02147.png,5.250,val,price,12,0.75,Breakfast,train
crops\price_02148.png,5.250,train,price,1,0.77,Breakfast,train
crops\price_02149.png,5.250,train,price,0,0.64,Breakfast,train
crops\price_02150.png,5.250,train,price,8,0.66,Breakfast,train
crops\price_02151.png,5.250,test,price,10,0.53,Breakfast,train
crops\price_02152.png,5.250,train,price,2,0.78,Breakfast,train
crops\price_02153.png,5.250,test,price,10,0.62,Breakfast,train
crops\price_02154.png,5.250,train,price,11,0.57,Breakfast,train
crops\price_02155.png,5.250,val,price,12,0.75,Breakfast,train
crops\price_02156.png,5.250,test,price,10,0.62,Breakfast,train
crops\price_02157.png,5.250,train,price,4,0.42,Breakfast,train
crops\price_02158.png,5.250,train,price,4,0.64,Breakfast,train
crops\price_02159.png,5.250,test,price,10,0.72,Breakfast,train
crops\price_02160.png,5.250,train,price,11,0.68,Breakfast,train
crops\price_02161.png,5.250,train,price,0,0.81,Breakfast,train
crops\name_02162.png,French Toast,train,name,11,0.59,Breakfast,test
crops\name_02163.png,French Toast,val,name,12,0.66,Breakfast,test
crops\name_02164.png,French Toast,train,name,1,0.76,Breakfast,test
crops\name_02165.png,French Toast,train,name,11,0.76,Breakfast,test
crops\name_02166.png,French Toast,train,name,2,0.79,Breakfast,test
crops\name_02167.png,French Toast,train,name,0,0.5,Breakfast,test
crops\name_02168.png,French Toast,train,name,2,0.59,Breakfast,test
crops\name_02169.png,French Toast,train,name,5,0.92,Breakfast,test
crops\name_02170.png,French Toast,train,name,8,0.76,Breakfast,test
crops\name_02171.png,French Toast,test,name,3,0.7,Breakfast,test
crops\name_02172.png,French Toast,val,name,7,0.8,Breakfast,test
crops\name_02173.png,French Toast,train,name,5,0.63,Breakfast,test
crops\name_02174.png,French Toast,train,name,0,0.74,Breakfast,test
crops\name_02175.png,French Toast,train,name,0,0.49,Breakfast,test
crops\name_02176.png,French Toast,test,name,3,0.84,Breakfast,test
crops\name_02177.png,French Toast,train,name,1,0.48,Breakfast,test
crops\name_02178.png,French Toast,test,name,3,0.47,Breakfast,test
crops\name_02179.png,French Toast,train,name,2,0.84,Breakfast,test
crops\name_02180.png,French Toast,train,name,6,0.64,Breakfast,test
crops\name_02181.png,French Toast,train,name,5,0.86,Breakfast,test
crops\name_02182.png,French Toast,val,name,12,0.59,Breakfast,test
crops\name_02183.png,French Toast,train,name,8,0.41,Breakfast,test
crops\name_02184.png,French Toast,val,name,12,0.74,Breakfast,test
crops\price_02185.png,10.70,train,price,4,0.45,Breakfast,test
crops\price_02186.png,10.70,val,price,7,0.43,Breakfast,test
crops\price_02187.png,10.70,train,price,0,0.53,Breakfast,test
crops\price_02188.png,10.70,val,price,7,0.87,Breakfast,test
crops\price_02189.png,10.70,train,price,0,0.88,Breakfast,test
crops\price_02190.png,10.70,train,price,8,0.56,Breakfast,test
crops\price_02191.png,10.70,test,price,3,0.4,Breakfast,test
crops\price_02192.png,10.70,train,price,11,0.62,Breakfast,test
crops\price_02193.png,10.70,train,price,6,0.57,Breakfast,test
crops\price_02194.png,10.70,train,price,1,0.49,Breakfast,test
crops\price_02195.png,10.70,train,price,9,0.69,Breakfast,test
crops\price_02196.png,10.70,val,price,12,0.86,Breakfast,test
crops\price_02197.png,10.70,train,price,6,0.92,Breakfast,test
crops\price_02198.png,10.70,train,price,4,0.69,Breakfast,test
crops\price_02199.png,10.70,train,price,9,0.74,Breakfast,test
crops\price_02200.png,10.70,train,price,9,0.9,Breakfast,test
crops\price_02201.png,10.70,test,price,10,0.84,Breakfast,test
crops\price_02202.png,10.70,val,price,12,0.67,Breakfast,test
crops\price_02203.png,10.70,test,price,3,0.58,Breakfast,test
crops\price_02204.png,10.70,val,price,7,0.79,Breakfast,test
crops\price_02205.png,10.70,train,price,2,0.84,Breakfast,test
crops\price_02206.png,10.70,train,price,2,0.44,Breakfast,test
crops\price_02207.png,10.70,test,price,10,0.47,Breakfast,test
crops\name_02208.png,Omelette,val,name,7,0.58,Breakfast,train
crops\name_02209.png,Omelette,train,name,5,0.72,Breakfast,train
crops\name_02210.png,Omelette,train,name,0,0.77,Breakfast,train
crops\name_02211.png,Omelette,train,name,4,0.8,Breakfast,train
crops\name_02212.png,Omelette,train,name,2,0.43,Breakfast,train
crops\name_02213.png,Omelette,train,name,6,0.82,Breakfast,train
crops\name_02214.png,Omelette,train,name,4,0.84,Breakfast,train
crops\name_02215.png,Omelette,test,name,3,0.94,Breakfast,train
crops\name_02216.png,Omelette,train,name,9,0.79,Breakfast,train
crops\name_02217.png,Omelette,train,name,0,0.6,Breakfast,train
crops\name_02218.png,Omelette,train,name,8,0.75,Breakfast,train
crops\name_02219.png,Omelette,val,name,12,0.62,Breakfast,train
crops\name_02220.png,Omelette,test,name,3,0.94,Breakfast,train
crops\name_02221.png,Omelette,train,name,11,0.61,Breakfast,train
crops\name_02222.png,Omelette,val,name,12,0.41,Breakfast,train
crops\name_02223.png,Omelette,train,name,5,0.58,Breakfast,train
crops\name_02224.png,Omelette,val,name,12,0.69,Breakfast,train
crops\name_02225.png,Omelette,train,name,8,0.41,Breakfast,train
crops\name_02226.png,Omelette,train,name,5,0.46,Breakfast,train
crops\name_02227.png,Omelette,train,name,1,0.89,Breakfast,train
crops\name_02228.png,Omelette,train,name,2,0.66,Breakfast,train
crops\name_02229.png,Omelette,train,name,2,0.88,Breakfast,train
crops\name_02230.png,Omelette,val,name,12,0.56,Breakfast,train
crops\price_02231.png,3.91,test,price,10,0.84,Breakfast,train
crops\price_02232.png,3.91,train,price,5,0.53,Breakfast,train
crops\price_02233.png,3.91,train,price,4,0.88,Breakfast,train
crops\price_02234.png,3.91,train,price,5,0.81,Breakfast,train
crops\price_02235.png,3.91,train,price,1,0.9,Breakfast,train
crops\price_02236.png,3.91,val,price,7,0.8,Breakfast,train
crops\price_02237.png,3.91,train,price,8,0.57,Breakfast,train
crops\price_02238.png,3.91,test,price,10,0.55,Breakfast,train
crops\price_02239.png,3.91,train,price,2,0.86,Breakfast,train
crops\price_02240.png,3.91,val,price,7,0.44,Breakfast,train
crops\price_02241.png,3.91,train,price,2,0.58,Breakfast,train
crops\price_02242.png,3.91,train,price,0,0.65,Breakfast,train
crops\price_02243.png,3.91,train,price,5,0.65,Breakfast,train
crops\price_02244.png,3.91,train,price,0,0.49,Breakfast,train
crops\price_02245.png,3.91,train,price,8,0.41,Breakfast,train
crops\price_02246.png,3.91,val,price,7,0.58,Breakfast,train
crops\price_02247.png,3.91,train,price,0,0.61,Breakfast,train
crops\price_02248.png,3.91,train,price,4,0.57,Breakfast,train
crops\price_02249.png,3.91,train,price,0,0.57,Breakfast,train
crops\price_02250.png,3.91,train,price,1,0.6,Breakfast,train
crops\price_02251.png,3.91,train,price,11,0.91,Breakfast,train
crops\price_02252.png,3.91,test,price,3,0.73,Breakfast,train
crops\price_02253.png,3.91,train,price,5,0.42,Breakfast,train
crops\name_02254.png,Shakshuka,val,name,12,0.86,Breakfast,test
crops\name_02255.png,Shakshuka,train,name,8,0.44,Breakfast,test
crops\name_02256.png,Shakshuka,train,name,11,0.51,Breakfast,test
crops\name_02257.png,Shakshuka,train,name,4,0.81,Breakfast,test
crops\name_02258.png,Shakshuka,val,name,12,0.5,Breakfast,test
crops\name_02259.png,Shakshuka,train,name,6,0.82,Breakfast,test
crops\name_02260.png,Shakshuka,train,name,2,0.46,Breakfast,test
crops\name_02261.png,Shakshuka,train,name,8,0.71,Breakfast,test
crops\name_02262.png,Shakshuka,val,name,12,0.5,Breakfast,test
crops\name_02263.png,Shakshuka,test,name,10,0.7,Breakfast,test
crops\name_02264.png,Shakshuka,train,name,9,0.84,Breakfast,test
crops\name_02265.png,Shakshuka,train,name,6,0.8,Breakfast,test
crops\name_02266.png,Shakshuka,train,name,6,0.79,Breakfast,test
crops\name_02267.png,Shakshuka,train,name,2,0.94,Breakfast,test
crops\name_02268.png,Shakshuka,test,name,3,0.43,Breakfast,test
crops\name_02269.png,Shakshuka,train,name,9,0.62,Breakfast,test
crops\name_02270.png,Shakshuka,train,name,2,0.54,Breakfast,test
crops\name_02271.png,Shakshuka,train,name,5,0.62,Breakfast,test
crops\name_02272.png,Shakshuka,train,name,9,0.4,Breakfast,test
crops\name_02273.png,Shakshuka,test,name,10,0.89,Breakfast,test
crops\name_02274.png,Shakshuka,train,name,0,0.67,Breakfast,test
crops\name_02275.png,Shakshuka,train,name,5,0.77,Breakfast,test
crops\name_02276.png,Shakshuka,train,name,8,0.76,Breakfast,test
crops\price_02277.png,7.680 dt,train,price,0,0.77,Breakfast,test
crops\price_02278.png,7.680 dt,val,price,12,0.61,Breakfast,test
crops\price_02279.png,7.680 dt,train,price,1,0.85,Breakfast,test
crops\price_02280.png,7.680 dt,train,price,8,0.74,Breakfast,test
crops\price_02281.png,7.680 dt,train,price,2,0.71,Breakfast,test
crops\price_02282.png,7.680 dt,val,price,7,0.87,Breakfast,test
crops\price_02283.png,7.680 dt,train,price,9,0.85,Breakfast,test
crops\price_02284.png,7.680 dt,train,price,0,0.82,Breakfast,test
crops\price_02285.png,7.680 dt,train,price,1,0.68,Breakfast,test
crops\price_02286.png,7.680 dt,train,price,5,0.41,Breakfast,test
crops\price_02287.png,7.680 dt,test,price,10,0.75,Breakfast,test
crops\price_02288.png,7.680 dt,test,price,3,0.7,Breakfast,test
crops\price_02289.png,7.680 dt,train,price,1,0.89,Breakfast,test
crops\price_02290.png,7.680 dt,test,price,3,0.62,Breakfast,test
crops\price_02291.png,7.680 dt,train,price,5,0.69,Breakfast,test
crops\price_02292.png,7.680 dt,train,price,9,0.69,Breakfast,test
crops\price_02293.png,7.680 dt,train,price,11,0.73,Breakfast,test
crops\price_02294.png,7.680 dt,train,price,4,0.94,Breakfast,test
crops\price_02295.png,7.680 dt,test,price,3,0.86,Breakfast,test
crops\price_02296.png,7.680 dt,val,price,7,0.71,Breakfast,test
crops\price_02297.png,7.680 dt,train,price,5,0.55,Breakfast,test
crops\price_02298.png,7.680 dt,train,price,11,0.95,Breakfast,test
crops\price_02299.png,7.680 dt,train,price,4,0.84,Breakfast,test
crops\name_02300.png,Labneh Plate,train,name,0,0.45,Breakfast,train
crops\name_02301.png,Labneh Plate,test,name,3,0.67,Breakfast,train
crops\name_02302.png,Labneh Plate,train,name,4,0.73,Breakfast,train
crops\name_02303.png,Labneh Plate,test,name,10,0.84,Breakfast,train
crops\name_02304.png,Labneh Plate,train,name,5,0.53,Breakfast,train
crops\name_02305.png,Labneh Plate,test,name,10,0.68,Breakfast,train
crops\name_02306.png,Labneh Plate,train,name,4,0.68,Breakfast,train
crops\name_02307.png,Labneh Plate,test,name,10,0.54,Breakfast,train
crops\name_02308.png,Labneh Plate,train,name,2,0.44,Breakfast,train
crops\name_02309.png,Labneh Plate,train,name,5,0.76,Breakfast,train
crops\name_02310.png,Labneh Plate,train,name,9,0.67,Breakfast,train
crops\name_02311.png,Labneh Plate,train,name,11,0.69,Breakfast,train
crops\name_02312.png,Labneh Plate,val,name,12,0.75,Breakfast,train
crops\name_02313.png,Labneh Plate,train,name,8,0.89,Breakfast,train
crops\name_02314.png,Labneh Plate,train,name,2,0.42,Breakfast,train
crops\name_02315.png,Labneh Plate,train,name,9,0.71,Breakfast,train
crops\name_02316.png,Labneh Plate,train,name,6,0.92,Breakfast,train
crops\name_02317.png,Labneh Plate,train,name,0,0.72,Breakfast,train
crops\name_02318.png,Labneh Plate,train,name,11,0.86,Breakfast,train
crops\name_02319.png,Labneh Plate,train,name,0,0.45,Breakfast,train
crops\name_02320.png,Labneh Plate,train,name,6,0.57,Breakfast,train
crops\name_02321.png,Labneh Plate,train,name,4,0.92,Breakfast,train
crops\name_02322.png,Labneh Plate,val,name,12,0.93,Breakfast,train
crops\price_02323.png,"4,39",train,price,1,0.75,Breakfast,train
crops\price_02324.png,"4,39",val,price,7,0.59,Breakfast,train
crops\price_02325.png,"4,39",test,price,3,0.85,Breakfast,train
crops\price_02326.png,"4,39",train,price,11,0.51,Breakfast,train
crops\price_02327.png,"4,39",val,price,12,0.49,Breakfast,train
crops\price_02328.png,"4,39",val,price,12,0.5,Breakfast,train
crops\price_02329.png,"4,39",val,price,7,0.84,Breakfast,train
crops\price_02330.png,"4,39",test,price,10,0.8,Breakfast,train
crops\price_02331.png,"4,39",val,price,12,0.86,Breakfast,train
crops\price_02332.png,"4,39",test,price,3,0.79,Breakfast,train
crops\price_02333.png,"4,39",train,price,2,0.63,Breakfast,train
crops\price_02334.png,"4,39",train,price,8,0.83,Breakfast,train
crops\price_02335.png,"4,39",train,price,9,0.57,Breakfast,train
crops\price_02336.png,"4,39",val,price,7,0.7,Breakfast,train
crops\price_02337.png,"4,39",train,price,9,0.56,Breakfast,train
crops\price_02338.png,"4,39",val,price,7,0.46,Breakfast,train
crops\price_02339.png,"4,39",train,price,9,0.92,Breakfast,train
crops\price_02340.png,"4,39",train,price,6,0.59,Breakfast,train
crops\price_02341.png,"4,39",test,price,3,0.8,Breakfast,train
crops\price_02342.png,"4,39",train,price,11,0.91,Breakfast,train
crops\price_02343.png,"4,39",val,price,12,0.72,Breakfast,train
crops\price_02344.png,"4,39",train,price,4,0.47,Breakfast,train
crops\price_02345.png,"4,39",train,price,4,0.61,Breakfast,train
crops\header_02346.png,SANDWICHES,train,header,6,0.56,Sandwiches,train
crops\header_02347.png,SANDWICHES,test,header,10,0.57,Sandwiches,train
crops\header_02348.png,SANDWICHES,train,header,2,0.44,Sandwiches,train
crops\header_02349.png,SANDWICHES,train,header,0,0.73,Sandwiches,train
crops\header_02350.png,SANDWICHES,train,header,4,0.67,Sandwiches,train
crops\header_02351.png,SANDWICHES,train,header,4,0.52,Sandwiches,train
crops\header_02352.png,SANDWICHES,val,header,7,0.94,Sandwiches,train
crops\header_02353.png,SANDWICHES,train,header,1,0.8,Sandwiches,train
crops\header_02354.png,SANDWICHES,test,header,10,0.43,Sandwiches,train
crops\header_02355.png,SANDWICHES,test,header,10,0.74,Sandwiches,train
crops\header_02356.png,SANDWICHES,train,header,0,0.68,Sandwiches,train
crops\header_02357.png,SANDWICHES,train,header,2,0.66,Sandwiches,train
crops\header_02358.png,SANDWICHES,train,header,1,0.62,Sandwiches,train
crops\header_02359.png,SANDWICHES,train,header,5,0.74,Sandwiches,train
crops\header_02360.png,SANDWICHES,test,header,3,0.62,Sandwiches,train
crops\header_02361.png,SANDWICHES,val,header,7,0.69,Sandwiches,train
crops\header_02362.png,SANDWICHES,train,header,6,0.77,Sandwiches,train
crops\header_02363.png,SANDWICHES,train,header,2,0.66,Sandwiches,train
crops\header_02364.png,SANDWICHES,val,header,7,0.43,Sandwiches,train
crops\header_02365.png,SANDWICHES,train,header,6,0.83,Sandwiches,train
crops\header_02366.png,SANDWICHES,train,header,9,0.89,Sandwiches,train
crops\header_02367.png,SANDWICHES,test,header,10,0.8,Sandwiches,train
crops\header_02368.png,SANDWICHES,train,header,9,0.88,Sandwiches,train
crops\name_02369.png,Club Sandwich,train,name,1,0.42,Sandwiches,val
crops\name_02370.png,Club Sandwich,train,name,8,0.74,Sandwiches,val
crops\name_02371.png,Club Sandwich,train,name,11,0.57,Sandwiches,val
crops\name_02372.png,Club Sandwich,train,name,9,0.83,Sandwiches,val
crops\name_02373.png,Club Sandwich,train,name,11,0.59,Sandwiches,val
crops\name_02374.png,Club Sandwich,train,name,9,0.48,Sandwiches,val
crops\name_02375.png,Club Sandwich,train,name,5,0.41,Sandwiches,val
crops\name_02376.png,Club Sandwich,train,name,6,0.55,Sandwiches,val
crops\name_02377.png,Club Sandwich,train,name,11,0.88,Sandwiches,val
crops\name_02378.png,Club Sandwich,train,name,11,0.69,Sandwiches,val
crops\name_02379.png,Club Sandwich,test,name,10,0.68,Sandwiches,val
crops\name_02380.png,Club Sandwich,train,name,9,0.46,Sandwiches,val
crops\name_02381.png,Club Sandwich,train,name,8,0.78,Sandwiches,val
crops\name_02382.png,Club Sandwich,train,name,9,0.64,Sandwiches,val
crops\name_02383.png,Club Sandwich,test,name,3,0.68,Sandwiches,val
crops\name_02384.png,Club Sandwich,test,name,3,0.43,Sandwiches,val
crops\name_02385.png,Club Sandwich,val,name,7,0.51,Sandwiches,val
crops\name_02386.png,Club Sandwich,test,name,3,0.93,Sandwiches,val
crops\name_02387.png,Club Sandwich,train,name,11,0.49,Sandwiches,val
crops\name_02388.png,Club Sandwich,test,name,10,0.86,Sandwiches,val
crops\name_02389.png,Club Sandwich,train,name,0,0.64,Sandwiches,val
crops\name_02390.png,Club Sandwich,train,name,11,0.44,Sandwiches,val
crops\name_02391.png,Club Sandwich,train,name,4,0.42,Sandwiches,val
crops\price_02392.png,11.680 dt,test,price,10,0.81,Sandwiches,val
crops\price_02393.png,11.680 dt,train,price,2,0.6,Sandwiches,val
crops\price_02394.png,11.680 dt,train,price,8,0.93,Sandwiches,val
crops\price_02395.png,11.680 dt,test,price,3,0.88,Sandwiches,val
crops\price_02396.png,11.680 dt,train,price,9,0.67,Sandwiches,val
crops\price_02397.png,11.680 dt,train,price,0,0.94,Sandwiches,val
crops\price_02398.png,11.680 dt,test,price,3,0.94,Sandwiches,val
crops\price_02399.png,11.680 dt,train,price,0,0.92,Sandwiches,val
crops\price_02400.png,11.680 dt,train,price,6,0.4,Sandwiches,val
crops\price_02401.png,11.680 dt,train,price,8,0.64,Sandwiches,val
crops\price_02402.png,11.680 dt,val,price,12,0.47,Sandwiches,val
crops\price_02403.png,11.680 dt,val,price,7,0.95,Sandwiches,val
crops\price_02404.png,11.680 dt,test,price,10,0.79,Sandwiches,val
crops\price_02405.png,11.680 dt,train,price,6,0.84,Sandwiches,val
crops\price_02406.png,11.680 dt,train,price,0,0.89,Sandwiches,val
crops\price_02407.png,11.680 dt,train,price,8,0.9,Sandwiches,val
crops\price_02408.png,11.680 dt,test,price,3,0.66,Sandwiches,val
crops\price_02409.png,11.680 dt,train,price,11,0.72,Sandwiches,val
crops\price_02410.png,11.680 dt,test,price,3,0.45,Sandwiches,val
crops\price_02411.png,11.680 dt,train,price,9,0.47,Sandwiches,val
crops\price_02412.png,11.680 dt,train,price,4,0.5,Sandwiches,val
crops\price_02413.png,11.680 dt,train,price,9,0.73,Sandwiches,val
crops\price_02414.png,11.680 dt,train,price,4,0.75,Sandwiches,val
crops\name_02415.png,Grilled Cheese,train,name,1,0.73,Sandwiches,train
crops\name_02416.png,Grilled Cheese,train,name,2,0.59,Sandwiches,train
crops\name_02417.png,Grilled Cheese,train,name,11,0.92,Sandwiches,train
crops\name_02418.png,Grilled Cheese,train,name,4,0.9,Sandwiches,train
crops\name_02419.png,Grilled Cheese,train,name,4,0.89,Sandwiches,train
crops\name_02420.png,Grilled Cheese,train,name,9,0.79,Sandwiches,train
crops\name_02421.png,Grilled Cheese,train,name,5,0.91,Sandwiches,train
crops\name_02422.png,Grilled Cheese,train,name,5,0.67,Sandwiches,train
crops\name_02423.png,Grilled Cheese,train,name,5,0.43,Sandwiches,train
crops\name_02424.png,Grilled Cheese,train,name,8,0.78,Sandwiches,train
crops\name_02425.png,Grilled Cheese,train,name,2,0.76,Sandwiches,train
crops\name_02426.png,Grilled Cheese,train,name,9,0.5,Sandwiches,train
crops\name_02427.png,Grilled Cheese,test,name,10,0.71,Sandwiches,train
crops\name_02428.png,Grilled Cheese,train,name,8,0.92,Sandwiches,train
crops\name_02429.png,Grilled Cheese,train,name,2,0.86,Sandwiches,train
crops\name_02430.png,Grilled Cheese,train,name,2,0.69,Sandwiches,train
crops\name_02431.png,Grilled Cheese,test,name,3,0.62,Sandwiches,train
crops\name_02432.png,Grilled Cheese,test,name,10,0.94,Sandwiches,train
crops\name_02433.png,Grilled Cheese,test,name,3,0.93,Sandwiches,train
crops\name_02434.png,Grilled Cheese,train,name,6,0.45,Sandwiches,train
crops\name_02435.png,Grilled Cheese,train,name,11,0.74,Sandwiches,train
crops\name_02436.png,Grilled Cheese,train,name,5,0.63,Sandwiches,train
crops\name_02437.png,Grilled Cheese,train,name,4,0.93,Sandwiches,train
crops\price_02438.png,10.030,train,price,6,0.63,Sandwiches,train
crops\price_02439.png,10.030,train,price,5,0.84,Sandwiches,train
crops\price_02440.png,10.030,train,price,5,0.5,Sandwiches,train
crops\price_02441.png,10.030,val,price,7,0.82,Sandwiches,train
crops\price_02442.png,10.030,train,price,2,0.73,Sandwiches,train
crops\price_02443.png,10.030,train,price,5,0.69,Sandwiches,train
crops\price_02444.png,10.030,test,price,3,0.45,Sandwiches,train
crops\price_02445.png,10.030,train,price,9,0.65,Sandwiches,train
crops\price_02446.png,10.030,val,price,12,0.48,Sandwiches,train
crops\price_02447.png,10.030,train,price,5,0.63,Sandwiches,train
crops\price_02448.png,10.030,train,price,5,0.44,Sandwiches,train
crops\price_02449.png,10.030,train,price,9,0.82,Sandwiches,train
crops\price_02450.png,10.030,test,price,3,0.95,Sandwiches,train
crops\price_02451.png,10.030,train,price,1,0.41,Sandwiches,train
crops\price_02452.png,10.030,train,price,4,0.76,Sandwiches,train
crops\price_02453.png,10.030,train,price,1,0.87,Sandwiches,train
crops\price_02454.png,10.030,train,price,1,0.81,Sandwiches,train
crops\price_02455.png,10.030,train,price,8,0.61,Sandwiches,train
crops\price_02456.png,10.030,val,price,7,0.75,Sandwiches,train
crops\price_02457.png,10.030,train,price,6,0.93,Sandwiches,train
crops\price_02458.png,10.030,train,price,11,0.87,Sandwiches,train
crops\price_02459.png,10.030,train,price,9,0.48,Sandwiches,train
crops\price_02460.png,10.030,test,price,3,0.8,Sandwiches,train
crops\name_02461.png,Tuna Melt,test,name,3,0.79,Sandwiches,train
crops\name_02462.png,Tuna Melt,train,name,1,0.5,Sandwiches,train
crops\name_02463.png,Tuna Melt,val,name,12,0.9,Sandwiches,train
crops\name_02464.png,Tuna Melt,train,name,4,0.83,Sandwiches,train
crops\name_02465.png,Tuna Melt,train,name,4,0.75,Sandwiches,train
crops\name_02466.png,Tuna Melt,train,name,5,0.58,Sandwiches,train
crops\name_02467.png,Tuna Melt,train,name,5,0.67,Sandwiches,train
crops\name_02468.png,Tuna Melt,val,name,7,0.84,Sandwiches,train
crops\name_02469.png,Tuna Melt,train,name,5,0.77,Sandwiches,train
crops\name_02470.png,Tuna Melt,train,name,9,0.64,Sandwiches,train
crops\name_02471.png,Tuna Melt,train,name,6,0.49,Sandwiches,train
crops\name_02472.png,Tuna Melt,train,name,2,0.42,Sandwiches,train
crops\name_02473.png,Tuna Melt,train,name,9,0.67,Sandwiches,train
crops\name_02474.png,Tuna Melt,train,name,4,0.53,Sandwiches,train
crops\name_02475.png,Tuna Melt,train,name,4,0.54,Sandwiches,train
crops\name_02476.png,Tuna Melt,train,name,2,0.43,Sandwiches,train
crops\name_02477.png,Tuna Melt,train,name,9,0.47,Sandwiches,train
crops\name_02478.png,Tuna Melt,test,name,10,0.61,Sandwiches,train
crops\name_02479.png,Tuna Melt,train,name,6,0.53,Sandwiches,train
crops\name_02480.png,Tuna Melt,train,name,9,0.5,Sandwiches,train
crops\name_02481.png,Tuna Melt,val,name,7,0.91,Sandwiches,train
crops\name_02482.png,Tuna Melt,train,name,1,0.68,Sandwiches,train
crops\name_02483.png,Tuna Melt,train,name,11,0.73,Sandwiches,train
crops\price_02484.png,6.48,train,price,11,0.45,Sandwiches,train
crops\price_02485.png,6.48,val,price,12,0.86,Sandwiches,train
crops\price_02486.png,6.48,train,price,11,0.59,Sandwiches,train
crops\price_02487.png,6.48,train,price,11,0.52,Sandwiches,train
crops\price_02488.png,6.48,train,price,8,0.65,Sandwiches,train
crops\price_02489.png,6.48,train,price,5,0.63,Sandwiches,train
crops\price_02490.png,6.48,val,price,12,0.9,Sandwiches,train
crops\price_02491.png,6.48,train,price,2,0.42,Sandwiches,train
crops\price_02492.png,6.48,train,price,11,0.77,Sandwiches,train
crops\price_02493.png,6.48,train,price,1,0.8,Sandwiches,train
crops\price_02494.png,6.48,train,price,6,0.6,Sandwiches,train
crops\price_02495.png,6.48,val,price,7,0.83,Sandwiches,train
crops\price_02496.png,6.48,test,price,10,0.55,Sandwiches,train
crops\price_02497.png,6.48,train,price,8,0.62,Sandwiches,train
crops\price_02498.png,6.48,train,price,2,0.77,Sandwiches,train
crops\price_02499.png,6.48,val,price,7,0.91,Sandwiches,train
crops\price_02500.png,6.48,val,price,12,0.63,Sandwiches,train
crops\price_02501.png,6.48,val,price,7,0.94,Sandwiches,train
crops\price_02502.png,6.48,test,price,10,0.8,Sandwiches,train
crops\price_02503.png,6.48,train,price,9,0.46,Sandwiches,train
crops\price_02504.png,6.48,val,price,12,0.79,Sandwiches,train
crops\price_02505.png,6.48,val,price,7,0.58,Sandwiches,train
crops\price_02506.png,6.48,val,price,12,0.78,Sandwiches,train
crops\name_02507.png,Chicken Panini,train,name,8,0.5,Sandwiches,val
crops\name_02508.png,Chicken Panini,train,name,9,0.84,Sandwiches,val
crops\name_02509.png,Chicken Panini,train,name,9,0.61,Sandwiches,val
crops\name_02510.png,Chicken Panini,train,name,2,0.51,Sandwiches,val
crops\name_02511.png,Chicken Panini,train,name,5,0.71,Sandwiches,val
crops\name_02512.png,Chicken Panini,test,name,3,0.8,Sandwiches,val
crops\name_02513.png,Chicken Panini,train,name,6,0.73,Sandwiches,val
